Ownership Name,DBA Name,Street Address,City,State,Business Start Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code Description,Parking Tax,Transient Occupancy Tax,Supervisor District,Neighborhoods - Analysis Boundaries,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
Foundoulis George W,2291-2299 Green Apts,2291 Green St,San Francisco,CA,3/1/77,3/1/77,1/15/21,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Marina,POINT (-122.436714 37.79595),102,4,6,13,102
Ona Watley,Glamour 8 Hair Studio,1538 Pacific Ave Ste 116,San Francisco,CA,3/5/21,3/5/21,,1538 Pacific Ave 116 Ste,San Francisco,94109,CA,,FALSE,FALSE,3,Russian Hill,POINT (-122.42061 37.79518),105,4,3,32,105
Kennedy Lawrence & Gerald Eta,5900 Mission Bldg,5900 Mission St,San Francisco,CA,4/21/78,4/21/78,,1370 Millbrae Ave,Millbrae,94030,CA,,FALSE,FALSE,11,Outer Mission,POINT (-122.45278 37.708797),66,9,1,28,66
Arnold Dong,3030 Broderick St Apts,3030 Broderick St,San Francisco,CA,10/6/20,10/6/20,,1510 26th Ave,San Francisco,94122,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Marina,POINT (-122.44417 37.79821),14,4,6,13,14
Exforma Design Incorporated,Exforma Design,2024 Powell Street,San Francisco,CA,2/1/21,2/1/21,,2024 Powell Street,San Francisco,94133,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,North Beach,POINT (-122.411415 37.80331),106,6,3,23,106
Emmert Rhonda L Dc,Dr Emmert Chiropratic Offices,399 Arguello Blvd,San Francisco,CA,11/1/87,1/1/10,,329 Point Lobos Ave,San Francisco,94121,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,1,Inner Richmond,POINT (-122.45904 37.783276),5,8,4,11,5
Cheung Jennifer C,Urban Refuge,414 Jackson St Ste 207,San Francisco,CA,7/1/07,5/31/18,9/30/20,1029 York St,San Francisco,94110,CA,Private Education and Health Services,FALSE,FALSE,3,Chinatown,POINT (-122.40216 37.79661),106,6,3,6,106
Cheung Jennifer C,Jennifer C Cheung,443 Waller St,San Francisco,CA,7/1/07,7/1/07,12/31/20,1029 York St,San Francisco,94110,CA,Private Education and Health Services,FALSE,FALSE,5,Hayes Valley,POINT (-122.43098 37.771057),28,7,11,9,28
Wfbm Llp,Sf Office Location,1 Sansome St Ste 1800,San Francisco,CA,8/1/87,3/1/21,,19900 Macarthur Blvd Ste 1150,Irvine,92612,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.400604 37.790333),108,6,3,8,108
Green Susan T,Susan T Green-Chiropractic,605 Chenery St,San Francisco,CA,6/23/87,6/23/87,10/11/19,1015 Rio Vista Dr,Pacifica,94044,CA,Private Education and Health Services,FALSE,FALSE,8,Glen Park,POINT (-122.43201 37.734562),96,9,5,10,96
Dintcho Anthony S,Dintcho Anthony S Dpm,2477 Chestnut St,San Francisco,CA,1/1/87,1/1/95,,2477 Chestnut St,San Francisco,94123,CA,Multiple,FALSE,FALSE,2,Marina,POINT (-122.44408 37.799793),17,4,6,13,17
Hannah Klingberg,Hannah's Art,530 Brannan St Apt 406,San Francisco,CA,3/6/21,3/6/21,,6600 Warner Ave 48 Unit,Huntington Beach,92647,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,6,South of Market,POINT (-122.39727 37.777782),32,1,10,34,32
Red Bay Coffee Company Inc.,"Red Bay Coffee Company, Inc.",3136 International Blvd,Oak,CA,3/1/21,3/1/21,,3136 International Blvd,Oakland,94601,CA,Food Services,FALSE,FALSE,,,POINT (-122.2259 37.777946),,,,,
Dnp Group Inc,Dnp Group Inc,757 36th Ave Apt 302,San Francisco,CA,1/2/08,1/2/08,10/15/20,,,,,Wholesale Trade,FALSE,FALSE,1,Outer Richmond,POINT (-122.49621 37.774708),8,8,4,29,8
Chela Terry,The Motherland,209 Lincoln Way,San Francisco,CA,1/2/19,1/2/20,,9031 Hillside St 2 Apt,San Francisco,94603,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,5,Inner Sunset,POINT (-122.4602 37.766132),109,7,11,14,109
"Porven, Ltd.",Porcelanosa Usa,25 Division Street St Ste 113,San Francisco,CA,1/1/18,1/1/18,12/30/19,600 State Rt 17,Ramsey,7446,NJ,Retail Trade,FALSE,FALSE,10,Mission Bay,POINT (-122.4026 37.769825),33,1,9,4,33
Hannah Werthman,Sprigs Of Hazel,1983 17th Ave,San Francisco,CA,3/5/21,3/5/21,,1983 17th Ave,San Francisco,94116,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,7,Inner Sunset,POINT (-122.47414 37.75097),44,10,8,14,44
Kenny Choi,Ken K. Choi Cpa,1783 27 Th Ave,San Francisco,CA,1/1/21,1/1/21,,1783 27 Th Ave,San Francisco,94122,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,4,Sunset/Parkside,POINT (-122.48511 37.754227),39,10,7,35,39
Osterhout Group Inc,Osterhout Design Group,2 Clarence Place 9,San Francisco,CA,7/1/99,12/1/08,6/30/13,0000 Undeliverable Mail,San Francisco,99999,CA,Manufacturing,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.392914 37.7798),31,1,10,8,31
Lawrence Michael,Michael Lawrence Company,1755 Quesada Ave,San Francisco,CA,3/28/78,6/2/01,,1755 Quesada Ave,San Francisco,94124,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.39245 37.73381),87,2,9,1,87
Facebook Inc,"Facebook, Inc.",250 Howard St Fl 40th,San Francisco,CA,7/1/06,6/1/21,,1 Hacker Way,Menlo Park,94025,CA,Information,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.393875 37.790283),108,1,10,8,108
Shek Hon&kwai Ping Tammy T Ng,1808 47th Ave Apts,1808 47th Ave,San Francisco,CA,10/5/77,1/21/93,12/31/13,589 Arch St,San Francisco,94132,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.506424 37.75269),39,10,7,35,39
Rizzo Mario W,Market Street Podiatry Group,15 West Portal Ave,San Francisco,CA,8/1/78,1/1/00,5/29/20,6 Ethan Ct,Lafayette,94549,CA,Private Education and Health Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.46596 37.74063),46,10,8,41,46
Hart Gerald K,Hart Productions,780 Bryant St,San Francisco,CA,2/1/82,2/1/82,,780 Bryant St,San Francisco,94107,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,6,South of Market,POINT (-122.402084 37.776424),32,1,10,34,32
Moore Leighton P,Parker Moore Design,375 Perkins St 1,Oakland,CA,1/1/08,6/1/11,12/31/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-122.25546 37.81102),,,,,
Ichiban Kan Inc,Ichiban Kan,22 Peace Plz Ste 540,San+francisco,CA,4/1/05,4/1/05,3/8/20,,,,,Retail Trade,FALSE,FALSE,5,Japantown,POINT (-122.4287 37.78517),101,4,11,15,101
Joanie's Diner Inc,"Joanie's Diner, Inc",1329 Columbus Ave,San Francisco,CA,1/1/10,2/26/21,1/1/18,1329 Columbus Ave,San Francisco,94133,CA,Food Services,FALSE,FALSE,2,Russian Hill,POINT (-122.41907 37.8064),99,6,6,32,99
"Forward Management, Llc","Forward Management,llc",101 California St Ste 1600,San Francisco,CA,1/1/99,8/1/10,,0000 Undeliverable Mail,San Francisco,99999,CA,Financial Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39771 37.79347),108,6,3,8,108
Gallegioni Ermanno,Gallegioni Ermanno Paint Etc,3118 Gough St,San Francisco,CA,1/1/75,1/1/75,12/31/20,,,,,Construction,FALSE,FALSE,2,Marina,POINT (-122.42803 37.802094),17,4,6,13,17
Monetta Bernard,2528-2536 Ocean Bldg,2528 Ocean Ave,San Francisco,CA,4/24/74,4/24/74,,Po Box 320321,San Francisco,94132,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.47248 37.73138),62,10,8,41,62
Peanut Wagon Inc,The Cliff House Restaurant,1090 Point Lobos Ave,San Francisco,CA,10/1/74,11/16/11,12/31/20,,,,,Food Services,FALSE,FALSE,1,Outer Richmond,POINT (-122.51326 37.7779),6,8,4,29,6
Lmn Architects - Tom Eliot,Lmn Architects - Tom Eliot,1420 Sutter St Fl 2,San Francisco,CA,4/15/05,5/7/19,12/31/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,2,Western Addition,POINT (-122.42381 37.787315),100,4,6,39,100
Kenkay Associates,"Kayvictor, Inc.",329 Bryant St Ste 1c,San Francisco,CA,1/1/83,5/1/20,,329 Bryant St Ste 1c,San Francisco,94107,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39199 37.784264),31,1,10,8,31
Wong Manton E,Wong Manton E Cpa,337 7th Ave,San+francisco,CA,7/1/84,9/30/15,,Po Box 591149,San Francisco,94159,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,1,Inner Richmond,POINT (-122.4657 37.782112),5,8,4,11,5
Sterling M Enterprises Inc,Lees Deli,235 Montgomery St,San Francisco,CA,8/5/84,10/28/99,10/18/19,33 New Montgomery St 308 Ste,San Francisco,94105,CA,Food Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40249 37.791313),108,6,3,8,108
Kittlitz Linda G,Linda Kittlitz & Associates,193 Coleridge St,San Francisco,CA,6/22/90,6/10/99,,193 Coleridge St,San Francisco,94110,CA,,FALSE,FALSE,9,Bernal Heights,POINT (-122.42026 37.74282),83,9,2,2,83
Lee Wayne Y,331 Willard St North Apts,331 Willard St,San Francisco,CA,1/1/89,1/1/89,,40 Monterey Ave,San Anselmo,94960,CA,Accommodations,FALSE,FALSE,1,Lone Mountain/USF,POINT (-122.45644 37.77516),12,8,4,18,12
Tran Hiep T Etal,Sunset Dental Laboratory,2438 Judah St,San Francisco,CA,5/1/91,5/1/91,,2438 Judah St,San Francisco,94122,CA,Multiple,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.48815 37.761234),39,10,7,35,39
John Each Griffin,Schoolclean,1450 Sutter St Unit 332,San Francisco,CA,1/1/21,1/1/21,,1450 Sutter St 332 Unit,San Francisco,94109,CA,,FALSE,FALSE,2,Western Addition,POINT (-122.42425 37.78726),100,4,6,39,100
Capurro Properties Series A,1750 Polk,1750 Polk,San Francisco,CA,1/1/07,1/1/19,,408 Columbus Ave Ste 5,San Francisco,94133,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Russian Hill,POINT (-122.42111 37.79283),105,4,3,32,105
Julio Martir,Jm Cleaning Services,1909 San Jose Ave,San Francisco,CA,2/12/21,2/12/21,,1909 San Jose Ave,San Francisco,94112,CA,,FALSE,FALSE,11,Outer Mission,POINT (-122.44162 37.72667),94,9,1,28,94
"Mission Rock Parcel A, L.l.c.","Mission Rock Parcel A Owner, L.l.c.",1 Bush St Ste 500,San Francisco,CA,9/11/20,9/11/20,,1 Bush St 500 Ste,San Francisco,94104,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39925 37.791065),108,6,3,8,108
Jake Secker,Jfs Home Improvement,3027 22nd Street St Apt 3,San Francisco,CA,2/19/21,2/19/21,,3027 22nd Street St 3 Apt,San Francisco,94110,CA,,FALSE,FALSE,9,Mission,POINT (-122.41496 37.75564),53,3,2,20,53
Parospon Saelee,Emerald Seaside,4830 Mission St.  104,San Francisco,CA,2/19/21,2/19/21,,7652 Clement Cir.,Sacramento,95828,CA,Wholesale Trade,FALSE,FALSE,11,Outer Mission,POINT (-122.437805 37.720814),80,9,1,28,80
"Moesif, Inc","Moesif, Inc",25 Guerrero St Apt 302,San Francisco,CA,11/1/16,11/1/16,,77 Van Ness Ave Ste 101,San Francisco,94102,CA,Information,FALSE,FALSE,8,Mission,POINT (-122.424576 37.770557),27,1,5,20,27
Club Puertorriqueno De Sf,Club Pertorriqueno Of Sf Inc,3249 Mission St,San Francisco,CA,1/1/75,12/2/87,,3249 Mission St,San Francisco,94110,CA,,FALSE,FALSE,9,Bernal Heights,POINT (-122.420364 37.7448),83,9,2,2,83
Club Puertorriqueno De Sf,3249 Mission Bldg,3249 Mission St,San Francisco,CA,1/1/75,1/1/75,,3249 Mission St,San Francisco,94110,CA,,FALSE,FALSE,9,Bernal Heights,POINT (-122.420364 37.7448),83,9,2,2,83
Mercedes Johnson,Fulfillingsnacks Llc,101 Dakota St,San Francisco,CA,2/8/21,2/8/21,,101 Dakota St,San Francisco,94107,CA,Food Services,FALSE,FALSE,10,Potrero Hill,POINT (-122.39554 37.7536),54,2,9,26,54
"Wilson Hill Management, Llc","Wilson Hill Management, Llc",2412 Gough St,San Francisco,CA,2/5/21,2/5/21,,2412 Gough St,San Francisco,94123,CA,,FALSE,FALSE,2,Pacific Heights,POINT (-122.426704 37.795506),102,4,6,30,102
Xenia Vega,Xeniahousecleanig,137 Porter St Apt 137,San Francisco,CA,2/19/21,2/19/21,,137 Porter St S 137 Apt,San Francisco,94110,CA,,FALSE,FALSE,9,Bernal Heights,POINT (-122.418205 37.733475),61,9,2,2,61
Shinazy Enterprises Inc,Dons Auto Body On Clement St,2535 Clement St,San Francisco,CA,8/1/75,10/1/99,,1267 Bush St,San Francisco,94109,CA,,FALSE,FALSE,1,Outer Richmond,POINT (-122.48635 37.78193),8,8,4,29,8
Shinazy Enterprises Inc,Dons Auto Body-Various,1267 Bush St,San Francisco,CA,8/1/75,8/1/75,,1267 Bush St,San Francisco,94109,CA,,FALSE,FALSE,3,Nob Hill,POINT (-122.418076 37.78895),50,6,3,21,50
The Naylor Corp,Chocolate Heaven,Pier 39 Space D1,San+francisco,CA,10/4/78,10/4/78,12/31/20,,,,,Private Education and Health Services,FALSE,FALSE,3,North Beach,POINT (-122.41018 37.808777),99,6,3,23,99
Aa Products International Inc,Aa Performance Products,500 Balboa St #A,San Francisco,CA,1/29/03,1/29/03,,450 2nd Ave,San Francisco,94118,CA,Wholesale Trade,FALSE,FALSE,1,Inner Richmond,POINT (-122.46413 37.777256),5,8,4,11,5
Aa Products International Inc,Aa Window Drapes & Fabric Inc,500 Balboa St A,San Francisco,CA,1/29/03,7/18/14,,450 2nd Ave,San Francisco,94118,CA,Wholesale Trade,FALSE,FALSE,1,Inner Richmond,POINT (-122.46413 37.777256),5,8,4,11,5
Hilary Walters,Sea To Savanna Travel Company,923 Church St,San Francisco,CA,2/18/21,2/18/21,,923 Church St,San Francisco,94114,CA,,FALSE,FALSE,8,Noe Valley,POINT (-122.42782 37.75612),52,3,5,22,52
"Maker City Project, Inc.","Maker City Project, Inc.",233 Franklin St Ste 308,San Francisco,CA,1/1/17,1/1/17,,1948 Bush St Apt,San Francisco,94105,CA,Certain Services,FALSE,FALSE,5,Hayes Valley,POINT (-122.42129 37.77672),21,4,11,9,21
Stephanie M. Burton,Bay Area Fine Living,891 Beach St,San Francisco,CA,1/1/21,1/1/21,,891 Beach St,San Francisco,94109,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Russian Hill,POINT (-122.423615 37.806225),98,6,6,32,98
Racquel Reeves,Yng,210 Arkansas Street St Apt 292,San Francisco,CA,1/19/21,2/19/21,,210 Arkansas Street St 292 Apt,San Francisco,94107,CA,,FALSE,FALSE,10,Potrero Hill,POINT (-122.3986 37.76353),54,2,9,26,54
Capurro Properties Series A,400 Sutter Street,400 Sutter Street,San Francisco,CA,1/1/07,1/1/19,,408 Columbus Ave Ste 5,San Francisco,94133,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.407074 37.789448),19,6,3,8,19
Claudiu Tomuta,Epic Construction,1871 Gelbke Ln,Concord,CA,2/19/21,2/19/21,,1871 Gelbke Ln,Concord,94520,CA,Construction,FALSE,FALSE,,,POINT (-122.0444 37.9596),,,,,
Propel Theory Llc,Propel Theory Llc,388 Market St Ste 1300,San Francisco,CA,8/11/20,8/11/20,3/28/21,,,,,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39818 37.79188),108,6,3,8,108
Artruro Edenilson Garcia Ventura,Sf Pros Window Cleaning,668 Paris St,San Francisco,CA,2/12/21,2/12/21,,668 Paris St,San Francisco,94112,CA,,FALSE,FALSE,11,Excelsior,POINT (-122.43761 37.71825),90,9,1,7,90
"Maker City Project, Inc.",Maker City,233 Franklin St Ste 308,San Francisco,CA,1/1/17,1/1/17,,1948 Bush St Apt,San Francisco,94105,CA,Certain Services,FALSE,FALSE,5,Hayes Valley,POINT (-122.42129 37.77672),21,4,11,9,21
J Hawk Construction Inc,J Hawk Construction,6111 Southfront Rd. Ste K,Livermore,CA,2/19/21,2/19/21,,6111 Southfront Rd Ste K,Livermore,94551,CA,Construction,FALSE,FALSE,,,POINT (-121.72203 37.70727),,,,,
Bon Appetit Management Co,Sky Bar,1 Warriors Way Lvl 700 North,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Armor Security Inc,Armor Security,11641 83rd Ter,Lenexa,KS,2/19/21,2/19/21,,11641 W 83rd Ter,Lenexa,66214,KS,,FALSE,FALSE,,,POINT (-94.7204 38.97733),,,,,
Capurro Properties Series A,868 Geary Street,868 Geary Street,San Francisco,CA,1/1/07,1/1/19,,408 Columbus Ave Ste 5,San Francisco,94133,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,6,Tenderloin,POINT (-122.41755 37.786198),50,6,10,36,50
Mobile Iron Inc,"Mobileiron, Inc.",201 California St,San Francisco,CA,10/1/12,5/1/14,,10377 S Jordan Gtwy Ste 110,South Jordan,84095,UT,Information,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39889 37.79332),108,6,3,8,108
Marco Nunez,La Loma Market,3835 Mission St,San Francisco,CA,2/19/21,2/19/21,,3261 Trebol Ln,San Jose,95148,CA,Construction,FALSE,FALSE,9,Bernal Heights,POINT (-122.42452 37.735786),61,9,2,2,61
Blake Joseph J & Assoc Inc,"Joseph J Blake And Associates, Inc.",500 Ygnacio Rd 280,Walnut+creek,CA,3/15/84,7/30/18,,425 Broadhollow Rd Ste 429,Melville,11747,NY,,FALSE,FALSE,,,POINT (-122.06374 37.906967),,,,,
"Newcastle Partners, Inc","Newcastle Partners, Inc.",1 Maritime Plz Ste 1665,San+francisco,CA,1/1/00,1/1/00,,230 California St 510 Ste,San Francisco,94111,CA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.399086 37.795235),108,6,3,8,108
Rebecca Blondell,Rebecca Blondell,1714 Hayes St,San Francisco,CA,1/27/21,1/27/21,1/27/21,,,,,,FALSE,FALSE,5,Lone Mountain/USF,POINT (-122.44473 37.774136),24,7,11,18,24
"Textio, Inc.","Textio, Inc.",920 5th Ave  Ste 2300,Seattle,WA,1/1/20,1/1/20,,113 Cherry St Ste 72670,Seattle,98104,WA,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-122.3312 47.606377),,,,,
Okay Software Inc,Okay Software Inc,200 Buchanan  Apt 427,San Francisco,CA,1/1/20,6/10/20,,200 Buchanan 427 Apt,San Francisco,94102,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Hayes Valley,POINT (-122.426994 37.77188),27,4,5,9,27
Ahmed Chokri,Ahmed Chokri,2345 Post St Apt 33,San Francisco,CA,2/18/21,2/18/21,,2345 Post St 33 Apt,San Francisco,94115,CA,,FALSE,FALSE,5,Japantown,POINT (-122.440254 37.784218),103,8,11,15,103
Amy Gragnolati,Baked And Nourished,443 16th Ave,San Francisco,CA,2/19/21,2/19/21,,443 16th Ave,San Francisco,94118,CA,Food Services,FALSE,FALSE,1,Outer Richmond,POINT (-122.47506 37.77969),5,8,4,29,5
Duong Y Hao,My Do Hair Beauty Salon,727 Geary St,San Francisco,CA,6/10/09,6/10/09,9/19/17,,,,,Certain Services,FALSE,FALSE,6,Tenderloin,POINT (-122.41529 37.78643),20,6,10,36,20
Duong Y Hao,Mydo Beauty Salon,153 Hyde St,San Francisco,CA,6/10/09,9/20/17,3/5/21,,,,,Certain Services,FALSE,FALSE,6,Tenderloin,POINT (-122.415634 37.78214),20,5,10,36,20
"Maker City Project, Inc.","Maker City, Inc.",233 Franklin St Ste 308,San Francisco,CA,1/1/17,1/1/17,,1948 Bush St Apt,San Francisco,94105,CA,Certain Services,FALSE,FALSE,5,Hayes Valley,POINT (-122.42129 37.77672),21,4,11,9,21
Stat Nursing Services Inc,Stat Nursing Services Inc,2740 Van Ness Avenue Ste #210,San+francisco,CA,7/1/79,9/1/03,8/22/14,,,,,,FALSE,FALSE,2,Russian Hill,POINT (-122.42427 37.80061),107,4,6,32,107
Chinese Hospital,Chinese Hospital East West Health Services,445 Grant Avenue Ground Floor,San Francisco,CA,3/31/07,1/8/18,,845 Jackson St,San Francisco,94133,CA,Private Education and Health Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40567 37.79099),104,6,3,8,104
San Francisco Student Homestay,Shelli's Homestays,678 Sacramento St,San Francisco,CA,2/1/12,7/17/12,12/28/20,,,,,Accommodations,FALSE,FALSE,3,Chinatown,POINT (-122.40435 37.79363),104,6,3,6,104
San Francisco Student Homestay,San Francisco Student Homestay,678 Sacramento St,San Francisco,CA,2/1/12,2/1/12,12/28/20,,,,,Accommodations,FALSE,FALSE,3,Chinatown,POINT (-122.40435 37.79363),104,6,3,6,104
Spes Kathy M & James F,Flower Fantasy,371 Madrid St,San Francisco,CA,11/18/98,11/18/98,,371 Madrid St,San Francisco,94112,CA,,FALSE,FALSE,11,Excelsior,POINT (-122.431244 37.723633),90,9,1,7,90
Black Kevin A & Victoria I,The Yes Co,2622 16th Ave,San Francisco,CA,3/1/78,3/1/07,,708 Moscow St,San Francisco,94112,CA,Retail Trade,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.47215 37.739),46,10,8,41,46
Black Kevin A & Victoria I,In The Black,2622 16th Ave,San Francisco,CA,3/1/78,10/1/11,,708 Moscow St,San Francisco,94112,CA,Retail Trade,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.47215 37.739),46,10,8,41,46
Sada Dennis H,Innovative Products & Svcs Co,2973 Washington St,San Francisco,CA,11/2/79,9/4/89,,2973 Washington St,San Francisco,94115,CA,Retail Trade,FALSE,FALSE,2,Pacific Heights,POINT (-122.442154 37.790577),102,8,6,30,102
General Hardware-Builders Etc,General Hardware-Builders Etc,P O Box 5447 Redwood City Ca,Brisbane+q4068,,1/1/84,1/1/84,,Po Box 5747,Redwood City,94063,CA,Wholesale Trade,FALSE,FALSE,,,POINT (152.97603 -27.502766),,,,,
League Of The Sf Consular Corp,League Of The Sf Consular Corp,1388 Sutter St Ste 1212,San Francisco,CA,11/1/05,11/1/05,,1200 California St 19b Unit,San Francisco,94109,CA,,FALSE,FALSE,2,Western Addition,POINT (-122.42315 37.7874),100,4,6,39,100
Wanigasekara-Mohotti Tirtha Mendake,Avaya Wellness,350 Townsend St Ste 275,San Francisco,CA,10/15/13,2/7/17,12/31/17,4685 Mayfield Dr,Fremont,94536,CA,Private Education and Health Services,FALSE,FALSE,6,South of Market,POINT (-122.39614 37.776215),32,1,10,34,32
Mac Product Development Llc,Sherpa Nutrition,1369 Hyde St Apt 71,San Francisco,CA,3/18/14,3/18/14,3/2/17,,,,,Manufacturing,FALSE,FALSE,3,Russian Hill,POINT (-122.41791 37.793377),16,6,3,32,16
Mogannam Abe J & Sami J,Diana Market #2,282 9th St,San+francisco,CA,1/2/80,1/2/80,,282 9th St,San Francisco,94103,CA,Retail Trade,FALSE,FALSE,6,South of Market,POINT (-122.41203 37.773792),32,1,10,34,32
Brett Douglas J,Modern Life Designs,1738 Polk St,San Francisco,CA,1/1/80,1/15/08,,1738 Polk St,San Francisco,94109,CA,,FALSE,FALSE,3,Russian Hill,POINT (-122.42109 37.792747),105,4,3,32,105
Haller Kinta,1240 7th Ave Assoc,1240 7th Ave,San+francisco,CA,1/1/12,1/1/12,12/31/13,119 Underhill Rd,Mill Valley,94941,CA,Accommodations,FALSE,FALSE,5,Inner Sunset,POINT (-122.46397 37.765236),109,7,11,14,109
Haller Kinta,442 Post St Assoc.,442 Post St,San Francisco,CA,1/1/12,1/1/12,,119 Underhill Rd,Mill Valley,94941,CA,Accommodations,FALSE,FALSE,3,Nob Hill,POINT (-122.409134 37.788227),19,6,3,21,19
Massarweh George,1900 Divisadero St Apts,1900 Divisadero St,San Francisco,CA,4/1/07,4/1/07,8/31/17,155 Dorchester Way,San Francisco,94127,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Pacific Heights,POINT (-122.440186 37.7872),103,4,6,30,103
